index,eval_experiment_uuid,run_uuid,si,i,ni,ri,metric_val,model_config_uuid,model_uuid,model_classpath,hyperparameters,class_ratio,iteration_type,iteration_params,matrix_type,target_threshold,validation_precision,validation_gender_rel_tpr_parity,alpha,alpha_shift,eta_exp_budget,tuner,test_precision,test_gender_rel_tpr_parity,is_selected,validation_is_pareto_optimal,test_is_pareto_optimal,Model Type
11,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.6346,01e25c4c04b99f9f30b69af9b0f6d0af,bd8ba8642dc113fa32d315a2caf75bba,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': 8, 'criterion': 'entropy', 'max_depth': 25, 'max_features': 'log2', 'n_estimators': 103, 'random_state': 441156077, 'min_samples_leaf': 17, 'min_samples_split': 59}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9813,0.510010992234985,dynamic,0.0,0.0123,FB,0.9801,0.51159297145837,False,False,False,RF
12,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.6727,335b141b4dab0300459e394fe590c99a,ae7ac6a32eab95a0c5697040033708ca,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 106, 'num_leaves': 49, 'n_estimators': 6311, 'random_state': 467600762, 'boosting_type': 'dart', 'learning_rate': 0.7723090074554803, 'min_child_samples': 37}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9403,0.554227049265785,dynamic,0.0,0.0123,FB,0.9457,0.553017724923525,False,False,False,LGBM
13,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7396,2b1772166f7606284a91e51690b196a8,7035ea1639ab470110fad1d580763b64,sklearn.linear_model.LogisticRegression,"{'C': 0.01, 'tol': 5.1933166994872126e-05, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 153, 'random_state': 630219579}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9019,0.643833990986307,dynamic,0.0,0.0123,FB,0.9104,0.639925037643483,False,False,False,LR
14,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.6398,3c4c6bccf3b8c90de47c7bcf11c0480e,33e96de2967fb4931def6c055efba1e2,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': 8, 'criterion': 'entropy', 'max_depth': 14, 'max_features': 'sqrt', 'n_estimators': 129, 'random_state': 347042200, 'min_samples_leaf': 23, 'min_samples_split': 38}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9798,0.515419592969114,dynamic,0.0,0.0123,FB,0.9815,0.513892948437445,False,False,False,RF
15,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8392,4d499b745735922c2ffc149c3372fd33,1b3866fa1593735336436fb26ea4cf26,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 37, 'num_leaves': 3, 'n_estimators': 1698, 'random_state': 388457631, 'boosting_type': 'dart', 'learning_rate': 0.06680199419567713, 'min_child_samples': 22}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9698,0.754880680152448,dynamic,0.0,0.0123,FB,0.9709,0.737121653158094,False,False,False,LGBM
16,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7851,058cd2768883207450ea6d61f0824aea,7e35015caa7819150ed38276211c2ca1,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 41, 'num_leaves': 49, 'n_estimators': 3132, 'random_state': 987350298, 'boosting_type': 'gbdt', 'learning_rate': 0.14176255252201492, 'min_child_samples': 16}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.963,0.684712712779578,dynamic,0.0,0.0123,FB,0.9642,0.688112252089517,False,False,False,LGBM
17,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8522,8943b6372d139550f86ee3aa505ddcc3,bd341141d859e3030343e9f441948aca,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0022742090305912367, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 763, 'random_state': 997596658}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9328,0.791549205072896,dynamic,0.0,0.0123,FB,0.9356,0.777607263108873,False,False,False,LR
18,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8133,c6bfbda7145b4d2fb090e2e2bc0e98eb,ede19d254dbfdecccc5d8879da0e2ba4,sklearn.tree.DecisionTreeClassifier,"{'n_jobs': -1, 'splitter': 'best', 'criterion': 'entropy', 'max_depth': 31, 'random_state': 845923902, 'min_samples_leaf': 4, 'min_samples_split': 62}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.963,0.721774045909833,dynamic,0.0,0.0123,FB,0.9663,0.718522502112788,False,False,False,DT
19,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.883,a303baaa390c88fd0de988be73ad1b49,1490fcae41e4e865fdb86033c9a63c1b,sklearn.tree.DecisionTreeClassifier,"{'n_jobs': -1, 'splitter': 'best', 'criterion': 'entropy', 'max_depth': 15, 'random_state': 234978881, 'min_samples_leaf': 1, 'min_samples_split': 10}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.8934,0.873089806448987,dynamic,0.0,0.0123,FB,0.8955,0.881840108559855,False,False,False,DT
20,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8782,33ec0ed24313ee197bf0744d8e8f2928,a427cfd8e910f0fcf8979175d2d9c096,custom.dtbased.FairLearnClassifier,"{'T': 20, 'eps': 0.08421823455922843, 'n_jobs': -1, 'estimator': 'sklearn.tree.DecisionTreeClassifier', 'constraints': 'fairlearn.reductions.TruePositiveRateDifference', 'unawareness': False, 'random_state': 410751046, 'model__splitter': 'best', 'model__criterion': 'entropy', 'model__max_depth': 12, 'protected_column': 'sex', 'model__min_samples_leaf': 21, 'model__min_samples_split': 32}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.8695,0.887244105149585,dynamic,0.0,0.0123,FB,0.8723,0.871750695595465,False,False,False,EG
21,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8062,02de1e43aad42f94b963b92c90438b79,9c1ac5ac285cfd6b1b564410e9a31808,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 41, 'num_leaves': 16, 'n_estimators': 2754, 'random_state': 544518647, 'boosting_type': 'gbdt', 'learning_rate': 0.3851794576742072, 'min_child_samples': 13}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9607,0.713067225457192,dynamic,0.0,0.0123,FB,0.9605,0.713124547074838,False,False,False,LGBM
22,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8347,c2cfdf97b4b01caecc4466c48b2bcc50,fce77eb76f4f2f4ccf687941b46ea9a0,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 78, 'num_leaves': 45, 'n_estimators': 1932, 'random_state': 542001424, 'boosting_type': 'goss', 'learning_rate': 0.017601042138114628, 'min_child_samples': 22}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9679,0.749307095990847,dynamic,0.0,0.0123,FB,0.97,0.740189377687756,False,False,False,LGBM
23,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7689,4c28def52c2ad3b40abc0cea939a5709,7c7d22c1561b999daaa599b5fc113644,sklearn.linear_model.LogisticRegression,"{'C': 0.01, 'tol': 0.001209832507970309, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1861, 'random_state': 158435089}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.7218,0.827140178800625,dynamic,0.0,0.0123,FB,0.7206,0.810145146123234,False,False,False,LR
24,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7216,e387c3492a1e7aa8c6cc090b6c54ea4b,2160d14aae3c18be254b4fae76c1fde4,sklearn.tree.DecisionTreeClassifier,"{'n_jobs': -1, 'splitter': 'best', 'criterion': 'entropy', 'max_depth': 38, 'random_state': 186630878, 'min_samples_leaf': 5, 'min_samples_split': 130}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9694,0.605919360812188,dynamic,0.0,0.0123,FB,0.9784,0.595854904336088,False,False,False,DT
25,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7396,2d8ce12c814fd04b70da128db320874c,296bb5f80c7959e7d95c58ffda4a73a4,sklearn.linear_model.LogisticRegression,"{'C': 0.01, 'tol': 8.301977286607317e-05, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1463, 'random_state': 979926683}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9019,0.643833990986307,dynamic,0.0,0.0123,FB,0.9104,0.639925037643483,False,False,False,LR
26,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.6222,ca34a315f7c949062be29837d49ed075,33f0f89467a063aeae7339dc8e0b63d2,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 49, 'num_leaves': 15, 'n_estimators': 369, 'random_state': 749987147, 'boosting_type': 'goss', 'learning_rate': 0.29934877457239745, 'min_child_samples': 12}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.969,0.497627334481402,dynamic,0.0,0.0123,FB,0.9682,0.510279829728264,False,False,False,LGBM
27,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7899,999821a3037aeb3e3187bb060fedac7a,f518598c1618200bf8d247d11e0f2204,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.002835031246930661, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1480, 'random_state': 16464447}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9813,0.685823903141268,dynamic,0.0,0.0123,FB,0.9811,0.679526210335812,False,False,False,LR
28,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8585,1171d02eb0ca5ee7112d6c46b59bf2b6,c0b1b1c34fc531a7ab5ee9a4d018fef0,sklearn.tree.DecisionTreeClassifier,"{'n_jobs': -1, 'splitter': 'best', 'criterion': 'entropy', 'max_depth': 17, 'random_state': 613152854, 'min_samples_leaf': 4, 'min_samples_split': 4}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9139,0.813207270595133,dynamic,0.0,0.0123,FB,0.9126,0.813497375136451,False,False,False,DT
29,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.769,4d5bb35fdc4d9fe1fe579d8022bdd71e,0e2a2e4094fcddfeb673a3c1555c3f94,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.00014260680480954663, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1208, 'random_state': 107354053}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.7207,0.829093284299563,dynamic,0.0,0.0123,FB,0.7187,0.819959344369424,False,False,False,LR
30,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8064,eed19faec24f26df9bd328190bc6fb92,ac00ee1fac8eb8eb3a5ba45f37479e1d,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0031406303455526296, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 315, 'random_state': 573528321}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.7234,0.933639693214308,dynamic,0.0,0.0123,FB,0.7219,0.924773680517255,False,False,False,LR
31,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8608,d45c7a69d1da8202ca3a39dedec69a97,12ef305857e51156dfad2d96a4974e28,custom.dtbased.FairLearnClassifier,"{'T': 50, 'eps': 0.061333400168712, 'n_jobs': -1, 'estimator': 'sklearn.tree.DecisionTreeClassifier', 'constraints': 'fairlearn.reductions.TruePositiveRateDifference', 'unawareness': False, 'random_state': 289854268, 'model__splitter': 'best', 'model__criterion': 'gini', 'model__max_depth': 19, 'protected_column': 'sex', 'model__min_samples_leaf': 8, 'model__min_samples_split': 18}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.844,0.87875609163179,dynamic,0.0,0.0123,FB,0.8472,0.874874767185396,False,False,False,EG
32,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7273,6481adedcdc744b61183cefdb52445f7,027542602b54dba3d5d8d79e3d692acb,lightgbm.LGBMClassifier,"{'n_jobs': 8, 'max_depth': 83, 'num_leaves': 147, 'n_estimators': 1679, 'random_state': 825276600, 'boosting_type': 'dart', 'learning_rate': 0.41290591053888487, 'min_child_samples': 36}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9622,0.613816286821918,dynamic,0.0,0.0123,FB,0.963,0.614764496761476,False,False,False,LGBM
33,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8701,291e278464fbf74946f691ec77b47675,40cd80a228e57e61b36c40d214cc1c25,custom.torch.implementation.FeedForwardClassifier,"{'n_jobs': -1, 'batch_size': 2048, 'max_epochs': 25, 'random_state': 43816780, 'optimizer__lr': 0.002273008122247821, 'model__dropout': 0.010047063783993516, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9475,0.811287677050713,dynamic,0.0,0.0123,FB,0.9454,0.796590037349351,False,False,False,NN
34,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7328,98257a6860d514391a154919cda7ee21,c99e757f457d71a2f812918157e48a48,custom.torch.implementation.FeedForwardClassifier,"{'n_jobs': -1, 'batch_size': 2048, 'max_epochs': 25, 'random_state': 288594286, 'optimizer__lr': 0.0015427337184782338, 'model__dropout': 0.3280858868827919, 'model__input_dim': 106, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.648,0.864335295811843,dynamic,0.0,0.0123,FB,0.6488,0.851049715478224,False,False,False,NN
35,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.0834,ebac2825381c7b74e663d1112bf25c2b,b1a7d1a4440b8aac4ef16d6413a45743,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.00012584834389061856, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 606, 'random_state': 864144020}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.7885,0.0,dynamic,0.0,0.0123,FB,0.0,0.0,False,False,False,LR
36,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.6029,df40b59a0725ffe13551d5820b18f7f7,b1fc41b09a5bee1cf08833504dfdbb70,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': 8, 'criterion': 'entropy', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 21, 'random_state': 169820594, 'min_samples_leaf': 8, 'min_samples_split': 14}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.986,0.477914338098687,dynamic,0.0,0.0123,FB,0.9846,0.481199263067538,False,False,False,RF
37,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7689,349fc396e23ed80aa926bd96a116d563,710f2a8b572e6b05f404081a2ba65883,sklearn.linear_model.LogisticRegression,"{'C': 0.01, 'tol': 0.005640754403247669, 'n_jobs': 1, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 362, 'random_state': 674996843}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.7211,0.828116731550094,dynamic,0.0,0.0123,FB,0.7189,0.818552000779244,False,False,False,LR
38,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8626,1e64477d9cff0becddd0e5ce44ab1382,7877d182a0abffb6c25cec028e9283fd,custom.dtbased.FairLearnClassifier,"{'T': 20, 'eps': 0.23788313447620169, 'n_jobs': -1, 'estimator': 'sklearn.tree.DecisionTreeClassifier', 'constraints': 'fairlearn.reductions.TruePositiveRateDifference', 'unawareness': False, 'random_state': 280016058, 'model__splitter': 'best', 'model__criterion': 'entropy', 'model__max_depth': 28, 'protected_column': 'sex', 'model__min_samples_leaf': 66, 'model__min_samples_split': 56}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.8784,0.847681169653678,dynamic,0.0,0.0123,FB,0.8814,0.83232787989592,False,False,False,EG
39,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.7247,5bf6880825e0b3a827ac26d0bf3425fe,e37244eca4da142ffc948ddc1d1d0a3f,sklearn.tree.DecisionTreeClassifier,"{'n_jobs': -1, 'splitter': 'best', 'criterion': 'entropy', 'max_depth': 20, 'random_state': 727296111, 'min_samples_leaf': 40, 'min_samples_split': 4}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.9508,0.612823660855184,dynamic,0.0,0.0123,FB,0.9725,0.715172261859528,False,False,False,DT
40,a444331d20d5e02d8f766873d7616474,23835fba22f242137fc9b6f1bc45d1c0,4,0,81,1.235,0.8158,6ca0b2f3c8f5042bdfcc26612c565745,b93ed116612034ca3f695640bbb93cc5,sklearn.tree.DecisionTreeClassifier,"{'n_jobs': -1, 'splitter': 'best', 'criterion': 'entropy', 'max_depth': 13, 'random_state': 229730155, 'min_samples_leaf': 37, 'min_samples_split': 98}",,Hyperband,"{'alpha': 'dynamic', 'alpha_shift': 0.0}",validation,tpr = 50,0.953,0.728864762562233,dynamic,0.0,0.0123,FB,0.9725,0.715172261859528,False,False,False,DT
